Domain,MX Records Exist?,MX Provider,MX (Lowest Preference),SPF Record Exists?,SPF Record,SPF Mechanism (Mode),DMARC Record Exists?,DMARC Record,DMARC Domain Policy (Mode),DMARC Subdomain Policy (Mode),O365 Exchange Online?,O365 Tenant Name,O365 DKIM Enabled?,O365 Federated?,O365 Federation Provider,O365 Federation Hostname,O365 Federation Brand Name,O365/AzureAD Directory ID,O365/AzureAD is Unmanaged?,MTA-STS Record Exists?,MTA-STS Policy Mode,MTA-STS Allowed MX Hosts,DNS Registrar,DNS Host,DNSSEC DNSKEY Record Exists?
krovatka.su,True,Other/Undetermined,mx.yandex.net,False,,N/A,False,N/A,N/A,N/A,No,N/A,N/A,False,N/A,N/A,,,False,False,,,noc.qip.ru,"ns2.krovatka.su,ns1.krovatka.su",False
land.ru,True,Other/Undetermined,mx.yandex.net,False,,N/A,False,N/A,N/A,N/A,No,N/A,N/A,False,N/A,N/A,land.ru,29635da6-4a8e-4b3f-a27e-551c7768f782,True,False,,,noc.qip.ru,"ns1.land.ru,ns2.land.ru",False
laposte.net,True,Other/Undetermined,smtpz4.laposte.net,True,v=spf1 include:_spfbloc1.laposte.net include:_spfbloc2.laposte.net include:_spfbloc3.laposte.net include:_spfbloc4.laposte.net include:_spfbloc5.laposte.net -all,FAIL,True,"v=DMARC1;p=quarantine;sp=reject;rua=mailto:dmarc.agg@laposte.net,mailto:dmarc_agg@auth.returnpath.net;ruf=mailto:dmarc.afrf@laposte.net,mailto:dmarc_afrf@auth.returnpath.net;rf=afrf;",,REJECT,No,N/A,N/A,False,N/A,N/A,,,False,False,,,ddi.strs.laposte.fr,"ns2.laposte.net,ns3.laposte.net,ns4.laposte.net,ns5.laposte.net",False
lenta.ru,True,Other/Undetermined,inmx.rambler.ru,True,v=spf1 ip4:81.19.78.96/27 ip4:81.19.78.0/27 ip4:81.19.88.0/24 -exists:%{ir}.spf.rambler.ru ~all,SOFTFAIL,False,N/A,N/A,N/A,No,N/A,N/A,False,N/A,N/A,lenta.ru,05339aeb-a49c-4255-83b4-7d445da2318c,True,False,,,dns.rambler-co.ru,"ns2.rambler.ru,ns3.rambler.ru,ns4.rambler.ru,ns5.rambler.ru",False
libero.it,True,Other/Undetermined,smtp-in.libero.it,True,v=spf1 ip4:213.209.8.0/21 ip4:213.209.6.249/32 ip4:213.209.17.209/32 ip4:213.209.17.246/32   include:mail.zendesk.com include:t.contactlab.it -all,FAIL,True,"v=DMARC1; p=quarantine; rua=mailto:dmarc_agg_rep@libero.it,mailto:dmarc_agg@auth.returnpath.net;",QUARANTINE,,No,N/A,N/A,False,N/A,N/A,libero.it,5d3429f8-aa68-47d7-95f3-014d45fc8680,True,False,,,network.italiaonline.it,"n2.libero.it,n1.libero.it",False
list.ru,True,Other/Undetermined,mxs.mail.ru,True,v=spf1 redirect=_spf.mail.ru,Other/Undetermined,True,System.Object[],,,No,N/A,N/A,False,N/A,N/A,list.ru,4766f55b-98b7-47ab-95ea-f754a07ac91b,True,False,,,grishin.netbridge.ru,"ns2.mail.ru,ns1.mail.ru",False
live.at,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns3.msft.net,ns4.msft.net,ns1.msft.net",False
live.be,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,azuredns-hostmaster.microsoft.com,"ns2-06.azure-dns.net,ns3-06.azure-dns.org,ns4-06.azure-dns.info,ns1-06.azure-dns.com",False
live.ca,True,Other/Undetermined,nam.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns2.msft.net,ns1.msft.net",False
live.cl,True,Other/Undetermined,nam.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,azuredns-hostmaster.microsoft.com,"ns4-08.azure-dns.info,ns1-08.azure-dns.com,ns2-08.azure-dns.net,ns3-08.azure-dns.org",False
live.cn,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,azuredns-hostmaster.microsoft.com,"ns2-06.azure-dns.net,ns3-06.azure-dns.org,ns4-06.azure-dns.info,ns1-06.azure-dns.com",False
live.co.kr,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns3.msft.net,ns4.msft.net,ns2.msft.net",False
live.co.uk,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns3.msft.net,ns4.msft.net,ns1.msft.net",False
live.co.za,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,azuredns-hostmaster.microsoft.com,"ns2-06.azure-dns.net,ns3-06.azure-dns.org,ns4-06.azure-dns.info,ns1-06.azure-dns.com",False
live.com,True,Other/Undetermined,live-com.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; sp=quarantine; pct=100; rua=mailto:d@rua.agari.com; ruf=mailto:d@ruf.agari.com; fo=1,NONE,QUARANTINE,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,True,TESTING,"*.olc.protection.outlook.com
",msnhst.microsoft.com,"ns1.msft.net,ns2.msft.net,ns3.msft.net,ns4.msft.net,nse12.o365filtering.com,nse13.o365filtering.com,nse21.o365filtering.com,nse24.o365filtering.com",False
live.com.ar,True,Other/Undetermined,nam.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,azuredns-hostmaster.microsoft.com,"ns1-06.azure-dns.com,ns2-06.azure-dns.net,ns3-06.azure-dns.org,ns4-06.azure-dns.info",False
live.com.au,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,True,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns4.msft.net,ns1.msft.net,ns2.msft.net,ns3.msft.net",False
live.com.mx,True,Other/Undetermined,nam.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns1.msft.net,ns2.msft.net",False
live.com.my,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,azuredns-hostmaster.microsoft.com,"ns4-05.azure-dns.info,ns1-05.azure-dns.com,ns2-05.azure-dns.net,ns3-05.azure-dns.org",False
live.com.ph,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,azuredns-hostmaster.microsoft.com,"ns2-01.azure-dns.net,ns3-01.azure-dns.org,ns4-01.azure-dns.info,ns1-01.azure-dns.com",False
live.com.pt,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns2.msft.net,ns3.msft.net,ns4.msft.net,ns1.msft.net",False
live.com.sg,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,azuredns-hostmaster.microsoft.com,"ns3-06.azure-dns.org,ns4-06.azure-dns.info,ns1-06.azure-dns.com,ns2-06.azure-dns.net",False
live.de,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns3.msft.net,ns4.msft.net,ns1.msft.net,ns2.msft.net",False
live.dk,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns1.msft.net,ns2.msft.net,ns3.msft.net,ns4.msft.net",False
live.fi,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns1.msft.net,ns2.msft.net,ns3.msft.net,ns4.msft.net",False
live.fr,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns1.msft.net,ns2.msft.net,ns3.msft.net,ns4.msft.net",False
live.hk,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns3.msft.net,ns4.msft.net,ns2.msft.net",False
live.ie,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns2.msft.net,ns3.msft.net,ns4.msft.net,ns1.msft.net",False
live.in,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns3.msft.net,ns4.msft.net,ns2.msft.net",False
live.it,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns4.msft.net,ns1.msft.net,ns2.msft.net,ns3.msft.net",False
live.jp,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,False,N/A,N/A,N/A,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns4.msft.net,ns1.msft.net,ns2.msft.net,ns3.msft.net",False
live.nl,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns3.msft.net,ns4.msft.net,ns1.msft.net,ns2.msft.net",False
live.no,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns3.msft.net,ns4.msft.net,ns1.msft.net,ns2.msft.net",False
live.ru,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns4.msft.net,ns1.msft.net,ns3.msft.net",False
live.se,True,Other/Undetermined,eur.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns4.msft.net,ns1.msft.net,ns3.msft.net",False
livemail.tw,True,Other/Undetermined,apc.olc.protection.outlook.com,True,v=spf1 include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:spf.protection.outlook.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:d@rua.agari.com;ruf=mailto:d@ruf.agari.com;fo=1:s:d,NONE,,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns2.msft.net,ns3.msft.net,ns4.msft.net",False
mail.bg,True,Other/Undetermined,mx-balancer.mail.bg,True,v=spf1 ip4:193.201.172.0/24 ip6:2001:67c:16b8::/48 -all,FAIL,True,v=DMARC1; p=none; rua=mailto:deliverability@mail.bg; ruf=mailto:deliverability@mail.bg; sp=none; ri=86400,NONE,NONE,No,N/A,N/A,False,N/A,N/A,mail.bg,dfaebe44-6609-4106-972b-0ba19e745acd,True,False,,,webmaster.mail.bg,"ns.mail.bg,ns2.mail.bg",False
mail.com,True,Self-Hosted,mx00.mail.com,True,v=spf1 ip4:213.165.64.0/23 ip4:74.208.5.64/26 ip4:74.208.122.0/26 ip4:212.227.126.128/25 ip4:212.227.15.0/24 ip4:212.227.17.0/27 ip4:74.208.4.192/26 ip4:82.165.159.0/24 ip4:217.72.207.0/27 -all,FAIL,False,N/A,N/A,N/A,No,N/A,N/A,False,N/A,N/A,,,False,True,TESTING,"mx00.mail.com,mx01.mail.com",hostmaster.gmx.net,"ns-gmx.ui-dns.biz,ns-gmx.ui-dns.com,ns-gmx.ui-dns.org,ns-gmx.ui-dns.de",True
mail.de,True,Other/Undetermined,mx02.mail.de,True,v=spf1 ip4:62.201.172.0/27 ip4:62.201.172.32/27 ip6:2001:0868:0100:0600::/64 ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:dmarc-rua@mail.de,NONE,,No,N/A,N/A,False,N/A,N/A,mail.de,f2300c53-f3c6-435b-98eb-065abe905a48,True,True,ENFORCE,"mx01.mail.de,mx02.mail.de",dnsmaster.irondns.net,"anycast1.irondns.net,anycast2.irondns.net",True
mail.ru,True,Other/Undetermined,mxs.mail.ru,True,v=spf1 redirect=_spf.mail.ru,Other/Undetermined,True,System.Object[],,,No,N/A,N/A,False,N/A,N/A,mail.ru,274237b4-6642-4d07-8416-87ad03de7db7,True,True,NONE,,hostmaster.mail.ru,"ns3.mail.ru,ns1.mail.ru,ns2.mail.ru",False
mail.ua,True,Other/Undetermined,mxs.mail.ru,True,v=spf1 redirect=_spf.mail.ru,Other/Undetermined,True,System.Object[],,,No,N/A,N/A,False,N/A,N/A,mail.ua,d624f2ad-14f8-4fe5-b784-22ab450f8c36,True,False,,,hostmaster.mail.ru,"ns1.mail.ru,ns2.mail.ru",False
mailfence.com,True,Other/Undetermined,smtp1.mailfence.com,True,v=spf1 ip4:212.3.242.64/26 ip4:217.182.28.163 -all,FAIL,True,v=DMARC1;p=quarantine;,,,No,N/A,N/A,False,N/A,N/A,mailfence.com,fbd54453-2e0d-4a07-99ce-b5b07ac78a1e,True,True,ENFORCE,"smtp1.mailfence.com,smtp2.mailfence.com",admins.staff.contactoffice.com,"ns2.mailfence.com,ns1.mailfence.com",False
me.com,True,Other/Undetermined,mx3.mail.icloud.com,True,v=spf1 ip4:17.36.0.0/16 ip4:17.41.0.0/16 ip4:17.58.0.0/16 ip4:17.110.0.0/15 ip4:17.111.110.0/23 ip4:17.120.0.0/16 ip4:17.133.0.0/16 ip4:17.139.0.0/16 ip4:17.142.0.0/15 ip4:17.151.1.0/24 ip4:17.158.0.0/15 ip4:17.162.0.0/15 ip4:17.164.0.0/16 ip4:17.171.37.0/24 ip4:17.172.0.0/16 ip4:17.179.168.0/23 ~all,SOFTFAIL,True,v=DMARC1; p=quarantine; rua=mailto:d@rua.agari.com; ruf=mailto:d@ruf.agari.com;,QUARANTINE,,No,N/A,N/A,False,N/A,N/A,,,False,False,,,hostmaster.apple.com,"b.ns.apple.com,c.ns.apple.com,d.ns.apple.com,a.ns.apple.com",False
memori.ru,True,Other/Undetermined,mx.yandex.net,False,,N/A,False,N/A,N/A,N/A,No,N/A,N/A,False,N/A,N/A,,,False,False,,,noc.qip.ru,"ns1.memori.ru,ns2.memori.ru",False
msn.com,True,Other/Undetermined,msn-com.olc.protection.outlook.com,True,v=spf1 include:spf.protection.outlook.com include:spf-a.hotmail.com include:spf-b.hotmail.com include:spf-c.hotmail.com include:spf-d.hotmail.com include:_spf-ssg-a.microsoft.com ~all,SOFTFAIL,True,v=DMARC1; p=none; sp=quarantine; pct=100; rua=mailto:d@rua.agari.com; fo=1,NONE,QUARANTINE,Yes,Undetermined,False,True,Other/Undetermined,login.live.com,Windows Live,9cd80435-793b-4f48-844b-6b3f37d1c1f3,False,False,,,msnhst.microsoft.com,"ns2.msft.net,ns3.msft.net,ns4.msft.net,ns1.msft.net",False
my.com,True,Self-Hosted,mxs.my.com,True,v=spf1 ip4:185.30.176.0/23 ip4:195.211.22.0/24 include:mlrmy.com ~all,SOFTFAIL,True,System.Object[],,,No,N/A,N/A,False,N/A,N/A,my.com,23f1ba40-aee4-43ad-bcde-e9f8941b8b38,True,False,,,hostmaster.my.com,"ns2.my.com,ns1.my.com",False
myrambler.ru,True,Other/Undetermined,inmx.rambler.ru,True,v=spf1 ip4:81.19.78.96/27 ip4:81.19.78.0/27 ip4:81.19.88.0/24 -exists:%{ir}.spf.rambler.ru ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:rua_dmarc@rambler-co.ru; ruf=mailto:ruf_dmarc@rambler-co.ru,NONE,,No,N/A,N/A,False,N/A,N/A,myrambler.ru,964f935e-b35a-4759-a734-69db727c4717,True,False,,,dns.rambler-co.ru,"ns5.rambler.ru,ns2.rambler.ru,ns3.rambler.ru,ns4.rambler.ru",False
myself.com,True,Other/Undetermined,mx01.mail.com,True,v=spf1 redirect=mail.com,Other/Undetermined,False,N/A,N/A,N/A,No,N/A,N/A,False,N/A,N/A,,,False,False,,,ggorman.easylink.com,"pdns6.ultradns.co.uk,pdns1.ultradns.net,pdns2.ultradns.net,pdns3.ultradns.org,pdns4.ultradns.org,pdns5.ultradns.info",False
naver.com,True,Other/Undetermined,mx3.naver.com,True,v=spf1 include:_spfblocka.naver.com include:_spfblockb.naver.com include:_spfblockc.naver.com include:_spfblockd.naver.com include:_spfblocke.naver.com include:_spfblockf.naver.com include:spf.worksmobile.com ~all,SOFTFAIL,True,v=DMARC1; p=none; rua=mailto:dmarc_reports@worksmobile.com,NONE,,No,N/A,N/A,False,N/A,N/A,,,False,False,,,webmaster.naver.com,"ns1.naver.com,ns2.naver.com",False
net.hr,True,Other/Undetermined,cax.virusfree.cz,False,,N/A,False,N/A,N/A,N/A,No,N/A,N/A,False,N/A,N/A,net.hr,1e198f7d-631b-4cf7-b0ea-7fc2f2d7fbcd,True,False,,,hostmaster.wordpress.com,"ns1.wordpress.com,ns2.wordpress.com,ns3.wordpress.com",False
